,alpha_1,alpha_2,alpha_3,from_vae
hazardous,3.3569397926330566,1.9940489530563354,1.6490113735198975,True
haze,1.8410873413085938,1.7981081008911133,1.360804557800293,True
hazel,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hazel-brown,1.2448697090148926,1.463590383529663,1.2915397882461548,True
haziness,1.6983308792114258,1.1700999736785889,1.131569266319275,True
hazy,3.2103333473205566,2.1361124515533447,1.6535544395446777,True
head,1.2965518236160278,1.5224106311798096,1.181037425994873,True
head-aches,1.66495943069458,1.1582565307617188,1.1767840385437012,True
head-on,1.5785995721817017,1.9718818664550781,1.4495186805725098,True
headache,2.5394182205200195,1.9682080745697021,1.4923738241195679,True
headaches,2.3327081203460693,1.3293309211730957,1.337961196899414,True
headachy,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
headband,1.321730613708496,1.4985533952713013,1.179715871810913,True
headbang,1.1410515308380127,1.6754275560379028,1.1835209131240845,True
headbanger,1.1730048656463623,1.6429824829101562,1.184012770652771,True
headblade,1.0745705366134644,1.7477434873580933,1.177686095237732,True
headboard,1.152492642402649,1.6636689901351929,1.1838383674621582,True
headbutt,1.083552360534668,1.7378575801849365,1.1785900592803955,True
headcount,1.2188475131988525,1.597473382949829,1.1836791038513184,True
headcrab,1.1745609045028687,1.641421914100647,1.1840171813964844,True
headdress,1.1527721881866455,1.6633844375610352,1.1838434934616089,True
headed,1.2472037076950073,1.4631683826446533,1.289628028869629,True
headfirst,1.1610883474349976,1.65496826171875,1.183943510055542,True
headframe,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
headgear,1.2965518236160278,1.5224106311798096,1.181037425994873,True
headhouse,1.1613818407058716,1.6546721458435059,1.1839460134506226,True
headhunter,1.3049681186676025,1.514415979385376,1.1806159019470215,True
headlamp,1.1699248552322388,1.6460742950439453,1.184000849723816,True
headless,1.5967227220535278,1.9668636322021484,1.4364135265350342,True
headlight,1.069683313369751,1.7530319690704346,1.1772847175598145,True
headlike,1.2448697090148926,1.463590383529663,1.2915397882461548,True
headline,1.069683313369751,1.7530319690704346,1.1772847175598145,True
headlines,1.1587556600570679,1.6573219299316406,1.183922529220581,True
headlining,1.0789891481399536,1.742898941040039,1.1781119108200073,True
headlock,1.1745609045028687,1.641421914100647,1.1840171813964844,True
headlong,1.4683263301849365,2.085756778717041,1.4459168910980225,True
headmaster,1.140533685684204,1.6759650707244873,1.1835013628005981,True
headpiece,1.2965518236160278,1.5224106311798096,1.181037425994873,True
headquarters,1.152492642402649,1.6636689901351929,1.1838383674621582,True
headsail,1.171459436416626,1.6445332765579224,1.1840072870254517,True
headsman,1.1792943477630615,1.6366816759109497,1.1840239763259888,True
headstall,1.0827968120574951,1.738694190979004,1.178508996963501,True
headstand,1.2819111347198486,1.5363786220550537,1.1817102432250977,True
headstart,1.1558793783187866,1.6602293252944946,1.1838912963867188,True
headstone,1.342472791671753,1.4790213108062744,1.178505778312683,True
headstrong,1.302865743637085,1.5164110660552979,1.1807231903076172,True
headwall,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
headway,1.1243095397949219,2.65958309173584,1.2161073684692383,True
headwear,1.2923482656478882,1.5264126062393188,1.181239128112793,True
heady,1.1360417604446411,2.6489572525024414,1.215001106262207,True
heah,1.1515181064605713,1.6646621227264404,1.1838197708129883,True
heal,1.1713371276855469,3.5888092517852783,1.2398537397384644,True
healdsburg,1.1546010971069336,1.6615254878997803,1.1838735342025757,True
healed,1.0789891481399536,1.742898941040039,1.1781119108200073,True
healer,1.1730048656463623,1.6429824829101562,1.184012770652771,True
healeth,1.2206920385360718,1.5956642627716064,1.1836436986923218,True
health,1.1245954036712646,2.673689842224121,1.2017147541046143,True
healthcare,1.182504415512085,1.6334726810455322,1.1840229034423828,True
healthful,1.4073067903518677,5.104050636291504,1.488642692565918,True
healthfully,1.0718872547149658,1.750658392906189,1.1774544715881348,True
healthier,1.2763060331344604,2.307041645050049,1.4166522026062012,True
healthiest,1.0718872547149658,1.750658392906189,1.1774544715881348,True
healthiness,1.0827968120574951,1.738694190979004,1.178508996963501,True
healthy,1.4265515804290771,6.065988540649414,1.5074597597122192,True
healty,1.1517958641052246,1.6643788814544678,1.1838252544403076,True
heap,1.195783019065857,1.6202456951141357,1.1839712858200073,True
hear,1.1513793468475342,1.6648036241531372,1.1838170289993286,True
hearable,1.2143490314483643,1.5327800512313843,1.252871036529541,True
heard,1.234553337097168,1.4863287210464478,1.2791179418563843,True
hearer,1.1596273183822632,1.6564421653747559,1.1839306354522705,True
hearing,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hearing-impaired,1.234553337097168,1.4863287210464478,1.2791179418563843,True
hearken,1.0756484270095825,1.7465660572052002,1.1777855157852173,True
hearsay,1.514413595199585,2.011836051940918,1.4737502336502075,True
hearse,1.1745609045028687,1.641421914100647,1.1840171813964844,True
heart,1.25015389919281,3.5055932998657227,1.2442526817321777,True
heart-healthy,1.2409090995788574,1.5276631116867065,1.231427788734436,True
heart-shaped,1.224392294883728,1.5093971490859985,1.2662104368209839,True
heart-strings,1.0676767826080322,1.7551727294921875,1.1771503686904907,True
heart-warming,1.0764683485031128,1.7456684112548828,1.1778632402420044,True
heart-wrenching,1.0764683485031128,1.7456684112548828,1.1778632402420044,True
heartache,1.2454913854599,1.5714786052703857,1.1830300092697144,True
heartbeat,1.0805755853652954,1.741149663925171,1.1782747507095337,True
heartbreak,2.3156425952911377,1.5030713081359863,1.1812859773635864,True
heartbreaker,2.958948850631714,1.6797925233840942,1.3612587451934814,True
heartbreakers,1.9953317642211914,1.000672698020935,1.003995656967163,True
heartbreaking,3.5401511192321777,1.9338632822036743,1.5259857177734375,True
heartbreakingly,2.646780014038086,1.1697503328323364,1.1834694147109985,True
heartbreaks,1.9794126749038696,1.0123693943023682,1.0082179307937622,True
heartbroken,2.316528081893921,1.5022516250610352,1.1812204122543335,True
heartburn,1.338348388671875,1.4828951358795166,1.1787564754486084,True
heartburning,1.2188475131988525,1.597473382949829,1.1836791038513184,True
hearten,1.168250560760498,2.61116623878479,1.2205833196640015,True
heartening,1.1010783910751343,2.8241782188415527,1.074743390083313,True
heartfelt,1.4200613498687744,5.035592079162598,1.5443463325500488,True
hearth,1.3196420669555664,1.500525951385498,1.179832100868225,True
hearthrug,1.1465988159179688,1.66969895362854,1.1837022304534912,True
heartily,1.2778832912445068,4.440561294555664,1.2815555334091187,True
heartleaf,1.2757019996643066,1.5423297882080078,1.1819682121276855,True
heartless,4.619229793548584,2.498965263366699,1.881805181503296,True
heartlessly,2.324126720428467,1.49517822265625,1.1806949377059937,True
heartlessness,2.318999767303467,1.4994019269943237,1.18159818649292,True
heartrending,2.197542667388916,2.218761920928955,1.5836951732635498,True
heartsease,1.1223677396774292,1.6951297521591187,1.1825025081634521,True
heartsick,1.5269848108291626,2.054913282394409,1.4181019067764282,True
heartsickness,1.209765911102295,1.6064033508300781,1.183830738067627,True
heartstrings,1.0676767826080322,1.7551727294921875,1.1771503686904907,True
heartthrob,1.1890556812286377,1.6269372701644897,1.1840070486068726,True
heartwarming,1.401943564414978,5.07696008682251,1.5210964679718018,True
heartwater,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
hearty,1.3638943433761597,2.226166248321533,1.4099395275115967,True
heat,1.2944481372833252,1.5244126319885254,1.1811392307281494,True
heat-absorbing,1.2448697090148926,1.463590383529663,1.2915397882461548,True
heat-loving,1.3196420669555664,1.500525951385498,1.179832100868225,True
heat-releasing,1.2448697090148926,1.463590383529663,1.2915397882461548,True
heatable,1.1946274042129517,1.579697847366333,1.2256747484207153,True
heated,1.2315398454666138,1.5294854640960693,1.238974690437317,True
heater,1.1792943477630615,1.6366816759109497,1.1840239763259888,True
heathcare,1.182504415512085,1.6334726810455322,1.1840229034423828,True
heathen,2.6271562576293945,1.853743553161621,1.5191004276275635,True
heathendom,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
heathenish,1.309169054031372,1.5104334354400635,1.1803975105285645,True
heathland,1.302865743637085,1.5164110660552979,1.1807231903076172,True
heathlike,1.2533906698226929,1.4828211069107056,1.263788104057312,True
heatiness,1.321730613708496,1.4985533952713013,1.179715871810913,True
heatless,1.2448697090148926,1.463590383529663,1.2915397882461548,True
heatproof,1.0880893468856812,1.7328243255615234,1.179086446762085,True
heatsink,1.157455325126648,1.658634901046753,1.1839097738265991,True
heatstroke,1.290252447128296,1.5284103155136108,1.1813372373580933,True
heaume,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
heave,1.1699248552322388,1.6460742950439453,1.184000849723816,True
heave-ho,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
heaven,1.245627999305725,4.504493236541748,1.2498788833618164,True
heavenlier,1.0000675916671753,1.9983205795288086,1.0016118288040161,True
heavenliest,1.000169038772583,1.9976494312286377,1.0021816492080688,True
heavenliness,1.0000488758087158,1.998781681060791,1.0011694431304932,True
heavenlinesses,1.0105316638946533,1.9757294654846191,1.013738989830017,True
heavenly,1.4651761054992676,5.965667724609375,1.5691558122634888,True
heavens,1.000131368637085,1.998073935508728,1.001794695854187,True
heavenward,1.0012505054473877,1.9927195310592651,1.0060299634933472,True
heavenwards,1.002184510231018,1.9804794788360596,1.0173360109329224,True
heavier,1.1522135734558105,1.663953185081482,1.1838332414627075,True
heavier-than-air,1.2448697090148926,1.463590383529663,1.2915397882461548,True
heaviest,1.209765911102295,1.6064033508300781,1.183830738067627,True
heavily,1.336281180381775,1.484839677810669,1.1788790225982666,True
heaviness,1.209765911102295,1.6064033508300781,1.183830738067627,True
heavy,1.4568264484405518,2.078484058380127,1.4646896123886108,True
heavy-armed,1.234553337097168,1.4863287210464478,1.2791179418563843,True
heavy-coated,1.2448697090148926,1.463590383529663,1.2915397882461548,True
heavy-duty,2.240600824356079,2.1273202896118164,1.6320788860321045,True
heavy-footed,1.2645777463912964,1.4599740505218506,1.275448203086853,True
heavy-gauge,1.0845462083816528,1.7367563247680664,1.1786974668502808,True
heavy-handed,2.3327081203460693,1.3293309211730957,1.337961196899414,True
heavy-laden,1.2544214725494385,1.461851954460144,1.283726692199707,True
heavy-lidded,1.0712494850158691,1.751347303390503,1.177403211593628,True
heavy-limbed,1.234553337097168,1.4863287210464478,1.2791179418563843,True
heavy-set,1.0821232795715332,1.7394394874572754,1.1784372329711914,True
heavyhearted,3.8116307258605957,2.3975746631622314,1.7907946109771729,True
heavyheartedness,1.204440951347351,1.6116623878479004,1.183896780014038,True
heavyset,1.082421898841858,1.7391090393066406,1.1784690618515015,True
heavyweight,1.3238170146942139,1.496584177017212,1.1795988082885742,True
heb,1.0921359062194824,1.7283278703689575,1.17953622341156,True
hebdomad,1.0828720331192017,1.7386109828948975,1.1785169839859009,True
hebephrenic,1.2522265911102295,1.5041086673736572,1.2436646223068237,True
hebraic,1.309169054031372,1.5104334354400635,1.1803975105285645,True
hebraical,1.309169054031372,1.5104334354400635,1.1803975105285645,True
hebrew,1.5519390106201172,1.9760136604309082,1.4720470905303955,True
hebridean,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hebron,1.1536136865615845,1.6625282764434814,1.1838579177856445,True
heck,2.521763801574707,1.9562681913375854,1.521968126296997,True
heckle,2.0053718090057373,1.6392121315002441,1.3554160594940186,True
heckled,1.66495943069458,1.1582565307617188,1.1767840385437012,True
heckler,1.3404123783111572,1.4809556007385254,1.1786320209503174,True
heckles,1.66495943069458,1.1582565307617188,1.1767840385437012,True
hectic,3.579017162322998,2.539517402648926,1.8814654350280762,True
hectoring,1.3196420669555664,1.500525951385498,1.179832100868225,True
hederacea,1.3404123783111572,1.4809556007385254,1.1786320209503174,True
hedge,2.6808416843414307,1.8308579921722412,1.4883005619049072,True
hedonic,1.0798500776290894,1.7419501543045044,1.1781997680664062,True
hedonism,1.0811612606048584,1.7405028343200684,1.1783359050750732,True
hedonist,1.081603765487671,1.740013837814331,1.178382396697998,True
hedonistic,3.390200138092041,2.717196226119995,1.892603874206543,True
heedful,1.2964955568313599,2.278465986251831,1.4250383377075195,True
heedless,3.377621650695801,1.974599838256836,1.6477785110473633,True
heedlessness,1.0755805969238281,1.7466403245925903,1.1777790784835815,True
heel,1.1684010028839111,1.6476054191589355,1.1839934587478638,True
heeled,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
heelflip,1.1553099155426025,1.66080641746521,1.1838836669921875,True
heem,1.2944481372833252,1.5244126319885254,1.1811392307281494,True
hefeweizen,1.1599186658859253,1.656148076057434,1.1839332580566406,True
heft,1.3404123783111572,1.4809556007385254,1.1786320209503174,True
hefty,2.6589598655700684,2.5331802368164062,1.8078598976135254,True
hegelian,1.2448697090148926,1.463590383529663,1.2915397882461548,True
hegemon,1.321730613708496,1.4985533952713013,1.179715871810913,True
hegemonic,1.321730613708496,1.4985533952713013,1.179715871810913,True
hegemonism,2.3327081203460693,1.3293309211730957,1.337961196899414,True
hegemonistic,2.4143857955932617,2.069262981414795,1.5163512229919434,True
hegemony,2.6544387340545654,1.827884316444397,1.5176770687103271,True
hegira,1.3238170146942139,1.496584177017212,1.1795988082885742,True
hegvald,1.2839900255203247,1.534389853477478,1.1816201210021973,True
heh,1.7629833221435547,1.1031858921051025,1.1338306665420532,True
heideggerian,1.2923482656478882,1.5264126062393188,1.181239128112793,True
height,1.156593918800354,1.65950608253479,1.1839001178741455,True
heighten,1.0852420330047607,1.7359848022460938,1.1787731647491455,True
heightening,1.3071891069412231,2.248091220855713,1.4447194337844849,True
heinous,3.320955276489258,1.9906479120254517,1.6883971691131592,True
heinousness,1.3445297479629517,1.4770925045013428,1.1783778667449951,True
heir,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
heishman,1.0829473733901978,1.738527536392212,1.1785250902175903,True
heist,1.1527721881866455,1.6633844375610352,1.1838434934616089,True
heistand,1.0804299116134644,1.741310477256775,1.1782596111297607,True
hekou,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
held,1.2448697090148926,1.463590383529663,1.2915397882461548,True
helenium,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
